Average Size,Climate,Soil Type,Experience,Labour Requirement,Irrigation System,Pest and Disease Resistance,Crop Yield Potential,Recommended Plant
10 to 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Tea
10 to 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Coffee
10 to 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Cocoa
10 to 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Cashew
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Moderate,High,Almond
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Pistachio
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Low,High,Walnut
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Low,Medium,Coconut
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Sesame
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Flaxseed
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Low,High,Jute
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Rubber
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Vanilla
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Cardamom
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Low,High,Clove
10 to 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Nutmeg
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Moderate,High,Pepper
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Fenugreek
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Low,High,Fennel
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Low,Medium,Celery
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Asparagus
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Okra
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Low,High,Bitter Gourd
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Sweet Potato
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Yam
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Taro
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Low,High,Pear
10 to 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Guava
10 to 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Moderate,High,Lychee
10 to 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Moderate,Medium,Pomegranate
10 to 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Low,High,Fig
10 to 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Low,Medium,Apricot
10 to 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Moderate,High,Peach
10 to 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Cherry
10 to 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Low,High,Plum
10 to 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Low,Medium,Kiwi
10 to 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Moderate,High,Dragon Fruit
10 to 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Jackfruit
10 to 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Low,High,Persimmon
10 to 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Low,Medium,Date Palm
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Mulberry
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Gooseberry
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Rain-fed,Low,High,Elderberry
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Blackberry
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Hazelnut
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Macadamia
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Saffron
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Cumin
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Anise
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Caraway
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Dill
More than 100 acres,Tropical,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Hemp
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Rain-fed,Moderate,High,Aloe Vera
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Eucalyptus
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Rain-fed,Low,High,Ginseng
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Rain-fed,Low,Medium,Yerba Mate
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Paddy
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Wheat
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Partial Irrigation,Low,High,Potato
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Tomato
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Corn
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Barley
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Fully Irrigated,Low,High,Carrot
More than 100 acres,Tropical,Loamy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Onion
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Rain-fed,Moderate,High,Sugarcane
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Soybean
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Rain-fed,Low,High,Cabbage
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Rain-fed,Low,Medium,Cauliflower
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Spinach
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Lettuce
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Partial Irrigation,Low,High,Peas
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Chickpeas
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Lentils
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Mustard
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Fully Irrigated,Low,High,Sunflower
More than 100 acres,Tropical,Loamy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Groundnut
More than 100 acres,Tropical,Loamy Soil,Successful,High,Rain-fed,Moderate,High,Cotton
More than 100 acres,Tropical,Loamy Soil,Successful,High,Rain-fed,Moderate,Medium,Millet
More than 100 acres,Tropical,Loamy Soil,Successful,High,Rain-fed,Low,High,Sorghum
More than 100 acres,Tropical,Loamy Soil,Successful,High,Rain-fed,Low,Medium,Rice
More than 100 acres,Tropical,Loamy Soil,Successful,High,Partial Irrigation,Moderate,High,Oats
More than 100 acres,Tropical,Loamy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Rye
More than 100 acres,Tropical,Loamy Soil,Successful,High,Partial Irrigation,Low,High,Banana
More than 100 acres,Tropical,Loamy Soil,Successful,High,Partial Irrigation,Low,Medium,Mango
More than 100 acres,Tropical,Loamy Soil,Successful,High,Fully Irrigated,Moderate,High,Apple
More than 100 acres,Tropical,Loamy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Grapes
More than 100 acres,Tropical,Loamy Soil,Successful,High,Fully Irrigated,Low,High,Orange
More than 100 acres,Tropical,Loamy Soil,Successful,High,Fully Irrigated,Low,Medium,Papaya
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,High,Pineapple
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Strawberry
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Rain-fed,Low,High,Blueberry
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Rain-fed,Low,Medium,Raspberry
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Watermelon
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Cucumber
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,High,Pumpkin
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Zucchini
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Bell Pepper
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Chili Pepper
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,High,Brinjal (Eggplant)
More than 100 acres,Tropical,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Radish
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Rain-fed,Moderate,High,Beetroot
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Rain-fed,Moderate,Medium,Garlic
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Rain-fed,Low,High,Ginger
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Rain-fed,Low,Medium,Turmeric
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,High,Basil
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Coriander
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Partial Irrigation,Low,High,Parsley
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Partial Irrigation,Low,Medium,Thyme
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,High,Rosemary
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Lavender
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Fully Irrigated,Low,High,Tea
More than 100 acres,Tropical,Clayey Soil,New for Farming,High,Fully Irrigated,Low,Medium,Coffee
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Rain-fed,Moderate,High,Cocoa
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Rain-fed,Moderate,Medium,Cashew
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Rain-fed,Low,High,Almond
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Rain-fed,Low,Medium,Pistachio
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,High,Walnut
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Coconut
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Partial Irrigation,Low,High,Sesame
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Partial Irrigation,Low,Medium,Flaxseed
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,High,Jute
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Rubber
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Fully Irrigated,Low,High,Vanilla
More than 100 acres,Tropical,Clayey Soil,Successful,Medium,Fully Irrigated,Low,Medium,Cardamom
More than 100 acres,Tropical,Clayey Soil,Successful,High,Rain-fed,Moderate,High,Clove
More than 100 acres,Tropical,Clayey Soil,Successful,High,Rain-fed,Moderate,Medium,Nutmeg
More than 100 acres,Tropical,Clayey Soil,Successful,High,Rain-fed,Low,High,Pepper
More than 100 acres,Tropical,Clayey Soil,Successful,High,Rain-fed,Low,Medium,Fenugreek
More than 100 acres,Tropical,Clayey Soil,Successful,High,Partial Irrigation,Moderate,High,Fennel
More than 100 acres,Tropical,Clayey Soil,Successful,High,Partial Irrigation,Moderate,Medium,Celery
More than 100 acres,Tropical,Clayey Soil,Successful,High,Partial Irrigation,Low,High,Asparagus
More than 100 acres,Tropical,Clayey Soil,Successful,High,Partial Irrigation,Low,Medium,Okra
More than 100 acres,Tropical,Clayey Soil,Successful,High,Fully Irrigated,Moderate,High,Bitter Gourd
More than 100 acres,Tropical,Clayey Soil,Successful,High,Fully Irrigated,Moderate,Medium,Sweet Potato
More than 100 acres,Tropical,Clayey Soil,Successful,High,Fully Irrigated,Low,High,Yam
More than 100 acres,Tropical,Clayey Soil,Successful,High,Fully Irrigated,Low,Medium,Taro
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Pear
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Guava
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Rain-fed,Low,High,Lychee
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Pomegranate
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Fig
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Apricot
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Peach
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Cherry
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Plum
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Kiwi
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Dragon Fruit
More than 100 acres,Tropical,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Jackfruit
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Rain-fed,Moderate,High,Persimmon
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Date Palm
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Rain-fed,Low,High,Mulberry
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Rain-fed,Low,Medium,Gooseberry
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Elderberry
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Blackberry
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Partial Irrigation,Low,High,Hazelnut
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Macadamia
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Saffron
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Cumin
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Fully Irrigated,Low,High,Anise
More than 100 acres,Tropical,Sandy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Caraway
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Rain-fed,Moderate,High,Dill
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Hemp
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Rain-fed,Low,High,Aloe Vera
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Rain-fed,Low,Medium,Eucalyptus
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Ginseng
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Yerba Mate
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Partial Irrigation,Low,High,Paddy
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Wheat
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Potato
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Tomato
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Fully Irrigated,Low,High,Corn
More than 100 acres,Tropical,Sandy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Barley
More than 100 acres,Tropical,Sandy Soil,Successful,High,Rain-fed,Moderate,High,Carrot
More than 100 acres,Tropical,Sandy Soil,Successful,High,Rain-fed,Moderate,Medium,Onion
More than 100 acres,Tropical,Sandy Soil,Successful,High,Rain-fed,Low,High,Sugarcane
More than 100 acres,Tropical,Sandy Soil,Successful,High,Rain-fed,Low,Medium,Soybean
More than 100 acres,Tropical,Sandy Soil,Successful,High,Partial Irrigation,Moderate,High,Cabbage
More than 100 acres,Tropical,Sandy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Cauliflower
More than 100 acres,Tropical,Sandy Soil,Successful,High,Partial Irrigation,Low,High,Spinach
More than 100 acres,Tropical,Sandy Soil,Successful,High,Partial Irrigation,Low,Medium,Lettuce
More than 100 acres,Tropical,Sandy Soil,Successful,High,Fully Irrigated,Moderate,High,Peas
More than 100 acres,Tropical,Sandy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Chickpeas
More than 100 acres,Tropical,Sandy Soil,Successful,High,Fully Irrigated,Low,High,Lentils
More than 100 acres,Tropical,Sandy Soil,Successful,High,Fully Irrigated,Low,Medium,Mustard
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Sunflower
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Groundnut
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Rain-fed,Low,High,Cotton
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Millet
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Sorghum
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Rice
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Oats
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Rye
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Banana
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Mango
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Apple
More than 100 acres,Temperate,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Grapes
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Rain-fed,Moderate,High,Orange
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Papaya
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Rain-fed,Low,High,Pineapple
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Rain-fed,Low,Medium,Strawberry
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Blueberry
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Raspberry
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Partial Irrigation,Low,High,Watermelon
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Cucumber
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Pumpkin
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Zucchini
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Fully Irrigated,Low,High,Bell Pepper
More than 100 acres,Temperate,Loamy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Chili Pepper
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Rain-fed,Moderate,High,Brinjal (Eggplant)
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Radish
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Rain-fed,Low,High,Beetroot
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Rain-fed,Low,Medium,Garlic
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Ginger
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Turmeric
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Partial Irrigation,Low,High,Basil
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Coriander
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Parsley
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Thyme
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Fully Irrigated,Low,High,Rosemary
More than 100 acres,Temperate,Loamy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Lavender
More than 100 acres,Temperate,Loamy Soil,Successful,High,Rain-fed,Moderate,High,Tea
More than 100 acres,Temperate,Loamy Soil,Successful,High,Rain-fed,Moderate,Medium,Coffee
More than 100 acres,Temperate,Loamy Soil,Successful,High,Rain-fed,Low,High,Cocoa
More than 100 acres,Temperate,Loamy Soil,Successful,High,Rain-fed,Low,Medium,Cashew
More than 100 acres,Temperate,Loamy Soil,Successful,High,Partial Irrigation,Moderate,High,Almond
More than 100 acres,Temperate,Loamy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Pistachio
More than 100 acres,Temperate,Loamy Soil,Successful,High,Partial Irrigation,Low,High,Walnut
More than 100 acres,Temperate,Loamy Soil,Successful,High,Partial Irrigation,Low,Medium,Coconut
More than 100 acres,Temperate,Loamy Soil,Successful,High,Fully Irrigated,Moderate,High,Sesame
More than 100 acres,Temperate,Loamy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Flaxseed
More than 100 acres,Temperate,Loamy Soil,Successful,High,Fully Irrigated,Low,High,Jute
More than 100 acres,Temperate,Loamy Soil,Successful,High,Fully Irrigated,Low,Medium,Rubber
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,High,Vanilla
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Cardamom
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Rain-fed,Low,High,Clove
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Rain-fed,Low,Medium,Nutmeg
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Pepper
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Fenugreek
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,High,Fennel
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Celery
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Asparagus
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Okra
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,High,Bitter Gourd
More than 100 acres,Temperate,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Sweet Potato
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Rain-fed,Moderate,High,Yam
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Rain-fed,Moderate,Medium,Taro
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Rain-fed,Low,High,Pear
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Rain-fed,Low,Medium,Guava
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,High,Lychee
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Pomegranate
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Partial Irrigation,Low,High,Fig
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Partial Irrigation,Low,Medium,Apricot
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,High,Peach
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Cherry
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Fully Irrigated,Low,High,Plum
More than 100 acres,Temperate,Clayey Soil,New for Farming,High,Fully Irrigated,Low,Medium,Kiwi
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Rain-fed,Moderate,High,Dragon Fruit
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Rain-fed,Moderate,Medium,Jackfruit
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Rain-fed,Low,High,Persimmon
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Rain-fed,Low,Medium,Date Palm
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,High,Mulberry
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Gooseberry
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Partial Irrigation,Low,High,Elderberry
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Partial Irrigation,Low,Medium,Blackberry
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,High,Hazelnut
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Macadamia
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Fully Irrigated,Low,High,Saffron
More than 100 acres,Temperate,Clayey Soil,Successful,Medium,Fully Irrigated,Low,Medium,Cumin
More than 100 acres,Temperate,Clayey Soil,Successful,High,Rain-fed,Moderate,High,Anise
More than 100 acres,Temperate,Clayey Soil,Successful,High,Rain-fed,Moderate,Medium,Caraway
More than 100 acres,Temperate,Clayey Soil,Successful,High,Rain-fed,Low,High,Dill
More than 100 acres,Temperate,Clayey Soil,Successful,High,Rain-fed,Low,Medium,Hemp
More than 100 acres,Temperate,Clayey Soil,Successful,High,Partial Irrigation,Moderate,High,Aloe Vera
More than 100 acres,Temperate,Clayey Soil,Successful,High,Partial Irrigation,Moderate,Medium,Eucalyptus
More than 100 acres,Temperate,Clayey Soil,Successful,High,Partial Irrigation,Low,High,Ginseng
More than 100 acres,Temperate,Clayey Soil,Successful,High,Partial Irrigation,Low,Medium,Yerba Mate
More than 100 acres,Temperate,Clayey Soil,Successful,High,Fully Irrigated,Moderate,High,Paddy
More than 100 acres,Temperate,Clayey Soil,Successful,High,Fully Irrigated,Moderate,Medium,Wheat
More than 100 acres,Temperate,Clayey Soil,Successful,High,Fully Irrigated,Low,High,Potato
